country,crop,item_code_cpc,element,element_code,year,unit,value,flag_description,flag,domain,domain_code,unique_id
Chad,Wheat,0111,Yield,5412,2023,kg/ha,1929.7,Official figure,A,Crops and livestock products,QCL,84
Chad,Wheat,0111,Production,5510,2023,t,1399,Official figure,A,Crops and livestock products,QCL,83
Chile,Barley,0115,Area harvested,5312,2023,ha,21586,Official figure,A,Crops and livestock products,QCL,85
Chile,Barley,0115,Yield,5412,2023,kg/ha,7016.4,Official figure,A,Crops and livestock products,QCL,87
Chile,Barley,0115,Production,5510,2023,t,151455.69,Official figure,A,Crops and livestock products,QCL,86
Chile,Oats,0117,Area harvested,5312,2023,ha,71685,Official figure,A,Crops and livestock products,QCL,85
Chile,Oats,0117,Yield,5412,2023,kg/ha,4646.3,Official figure,A,Crops and livestock products,QCL,87
Chile,Oats,0117,Production,5510,2023,t,333069.55,Official figure,A,Crops and livestock products,QCL,86
Chile,Rice,0113,Area harvested,5312,2023,ha,17945,Official figure,A,Crops and livestock products,QCL,85
Chile,Rice,0113,Yield,5412,2023,kg/ha,6087.1,Official figure,A,Crops and livestock products,QCL,87
Chile,Rice,0113,Production,5510,2023,t,109232.5,Official figure,A,Crops and livestock products,QCL,86
Chile,Rye,0116,Area harvested,5312,2023,ha,947,Estimated value,E,Crops and livestock products,QCL,85
Chile,Rye,0116,Yield,5412,2023,kg/ha,4729.7,Estimated value,E,Crops and livestock products,QCL,87
Chile,Rye,0116,Production,5510,2023,t,4478.87,Estimated value,E,Crops and livestock products,QCL,86
Chile,Wheat,0111,Area harvested,5312,2023,ha,216733,Official figure,A,Crops and livestock products,QCL,85
Chile,Wheat,0111,Yield,5412,2023,kg/ha,5951,Official figure,A,Crops and livestock products,QCL,87
Chile,Wheat,0111,Production,5510,2023,t,1289773.79,Official figure,A,Crops and livestock products,QCL,86
China,Barley,0115,Area harvested,5312,2023,ha,488000,Estimated value,E,Crops and livestock products,QCL,88
China,Barley,0115,Yield,5412,2023,kg/ha,4077.9,Estimated value,E,Crops and livestock products,QCL,90
China,Barley,0115,Production,5510,2023,t,1990000,Estimated value,E,Crops and livestock products,QCL,89
China,Oats,0117,Area harvested,5312,2023,ha,160511,Estimated value,E,Crops and livestock products,QCL,88
China,Oats,0117,Yield,5412,2023,kg/ha,3738.1,Estimated value,E,Crops and livestock products,QCL,90
China,Oats,0117,Production,5510,2023,t,600000,Figure from international organizations,X,Crops and livestock products,QCL,89
China,Rice,0113,Area harvested,5312,2023,ha,29171100,Estimated value,E,Crops and livestock products,QCL,88
China,Rice,0113,Yield,5412,2023,kg/ha,7132.5,Estimated value,E,Crops and livestock products,QCL,90
China,Rice,0113,Production,5510,2023,t,208064200.06,Estimated value,E,Crops and livestock products,QCL,89
China,Rye,0116,Area harvested,5312,2023,ha,166680,Estimated value,E,Crops and livestock products,QCL,88
China,Rye,0116,Yield,5412,2023,kg/ha,3111.6,Estimated value,E,Crops and livestock products,QCL,90
China,Rye,0116,Production,5510,2023,t,518640.51,Estimated value,E,Crops and livestock products,QCL,89
China,Wheat,0111,Area harvested,5312,2023,ha,23629200,Estimated value,E,Crops and livestock products,QCL,88
China,Wheat,0111,Yield,5412,2023,kg/ha,5780.8,Estimated value,E,Crops and livestock products,QCL,90
China,Wheat,0111,Production,5510,2023,t,136596100,Estimated value,E,Crops and livestock products,QCL,89
"China, Hong Kong SAR",Rice,0113,Area harvested,5312,2023,ha,0,Imputed value,I,Crops and livestock products,QCL,91
"China, Hong Kong SAR",Rice,0113,Yield,5412,2023,kg/ha,2059,Estimated value,E,Crops and livestock products,QCL,93
"China, Hong Kong SAR",Rice,0113,Production,5510,2023,t,0.06,Imputed value,I,Crops and livestock products,QCL,92
"China, mainland",Barley,0115,Area harvested,5312,2023,ha,488000,Figure from international organizations,X,Crops and livestock products,QCL,94
"China, mainland",Barley,0115,Yield,5412,2023,kg/ha,4077.9,Figure from international organizations,X,Crops and livestock products,QCL,96
"China, mainland",Barley,0115,Production,5510,2023,t,1990000,Figure from international organizations,X,Crops and livestock products,QCL,95
"China, mainland",Oats,0117,Area harvested,5312,2023,ha,160511,Imputed value,I,Crops and livestock products,QCL,94
"China, mainland",Oats,0117,Yield,5412,2023,kg/ha,3738.1,Estimated value,E,Crops and livestock products,QCL,96
"China, mainland",Oats,0117,Production,5510,2023,t,600000,Figure from international organizations,X,Crops and livestock products,QCL,95
"China, mainland",Rice,0113,Area harvested,5312,2023,ha,28949100,Official figure,A,Crops and livestock products,QCL,94
"China, mainland",Rice,0113,Yield,5412,2023,kg/ha,7136.8,Official figure,A,Crops and livestock products,QCL,96
"China, mainland",Rice,0113,Production,5510,2023,t,206603200,Official figure,A,Crops and livestock products,QCL,95
"China, mainland",Rye,0116,Area harvested,5312,2023,ha,166680,Estimated value,E,Crops and livestock products,QCL,94
"China, mainland",Rye,0116,Yield,5412,2023,kg/ha,3111.6,Estimated value,E,Crops and livestock products,QCL,96
"China, mainland",Rye,0116,Production,5510,2023,t,518640.51,Estimated value,E,Crops and livestock products,QCL,95
"China, mainland",Wheat,0111,Area harvested,5312,2023,ha,23627200,Official figure,A,Crops and livestock products,QCL,94
"China, mainland",Wheat,0111,Yield,5412,2023,kg/ha,5781.1,Official figure,A,Crops and livestock products,QCL,96
"China, mainland",Wheat,0111,Production,5510,2023,t,136590100,Official figure,A,Crops and livestock products,QCL,95
"China, Taiwan Province of",Rice,0113,Area harvested,5312,2023,ha,222000,Figure from international organizations,X,Crops and livestock products,QCL,97
"China, Taiwan Province of",Rice,0113,Yield,5412,2023,kg/ha,6581.1,Figure from international organizations,X,Crops and livestock products,QCL,99
"China, Taiwan Province of",Rice,0113,Production,5510,2023,t,1461000,Figure from international organizations,X,Crops and livestock products,QCL,98
"China, Taiwan Province of",Wheat,0111,Area harvested,5312,2023,ha,2000,Figure from international organizations,X,Crops and livestock products,QCL,97
"China, Taiwan Province of",Wheat,0111,Yield,5412,2023,kg/ha,3000,Figure from international organizations,X,Crops and livestock products,QCL,99
"China, Taiwan Province of",Wheat,0111,Production,5510,2023,t,6000,Figure from international organizations,X,Crops and livestock products,QCL,98
Colombia,Barley,0115,Area harvested,5312,2023,ha,3420,Official figure,A,Crops and livestock products,QCL,100
Colombia,Barley,0115,Yield,5412,2023,kg/ha,2987.7,Official figure,A,Crops and livestock products,QCL,102
Colombia,Barley,0115,Production,5510,2023,t,10218,Official figure,A,Crops and livestock products,QCL,101
Colombia,Rice,0113,Area harvested,5312,2023,ha,667500,Official figure,A,Crops and livestock products,QCL,100
Colombia,Rice,0113,Yield,5412,2023,kg/ha,4503.5,Official figure,A,Crops and livestock products,QCL,102
Colombia,Rice,0113,Production,5510,2023,t,3006100,Official figure,A,Crops and livestock products,QCL,101
Colombia,Wheat,0111,Area harvested,5312,2023,ha,3000,Official figure,A,Crops and livestock products,QCL,100
Colombia,Wheat,0111,Yield,5412,2023,kg/ha,3118,Official figure,A,Crops and livestock products,QCL,102
Colombia,Wheat,0111,Production,5510,2023,t,9354,Official figure,A,Crops and livestock products,QCL,101
Comoros,Rice,0113,Area harvested,5312,2023,ha,70,Imputed value,I,Crops and livestock products,QCL,103
Comoros,Rice,0113,Yield,5412,2023,kg/ha,299.1,Estimated value,E,Crops and livestock products,QCL,105
Comoros,Rice,0113,Production,5510,2023,t,21.02,Imputed value,I,Crops and livestock products,QCL,104
Congo,Rice,0113,Area harvested,5312,2023,ha,1735,Imputed value,I,Crops and livestock products,QCL,106
Congo,Rice,0113,Yield,5412,2023,kg/ha,576.5,Estimated value,E,Crops and livestock products,QCL,108
Congo,Rice,0113,Production,5510,2023,t,1000,Figure from international organizations,X,Crops and livestock products,QCL,107
Costa Rica,Rice,0113,Area harvested,5312,2023,ha,14835,Official figure,A,Crops and livestock products,QCL,109
Costa Rica,Rice,0113,Yield,5412,2023,kg/ha,5131,Official figure,A,Crops and livestock products,QCL,111
Costa Rica,Rice,0113,Production,5510,2023,t,76119,Official figure,A,Crops and livestock products,QCL,110
Côte d'Ivoire,Rice,0113,Area harvested,5312,2023,ha,684861,Imputed value,I,Crops and livestock products,QCL,112
Côte d'Ivoire,Rice,0113,Yield,5412,2023,kg/ha,2937.1,Estimated value,E,Crops and livestock products,QCL,114
Côte d'Ivoire,Rice,0113,Production,5510,2023,t,2011500,Official figure,A,Crops and livestock products,QCL,113
Croatia,Barley,0115,Area harvested,5312,2023,ha,72630,Official figure,A,Crops and livestock products,QCL,115
Croatia,Barley,0115,Yield,5412,2023,kg/ha,4039.8,Official figure,A,Crops and livestock products,QCL,117
Croatia,Barley,0115,Production,5510,2023,t,293410,Official figure,A,Crops and livestock products,QCL,116
Croatia,Oats,0117,Area harvested,5312,2023,ha,13150,Official figure,A,Crops and livestock products,QCL,115
Croatia,Oats,0117,Yield,5412,2023,kg/ha,2593.9,Official figure,A,Crops and livestock products,QCL,117
Croatia,Oats,0117,Production,5510,2023,t,34110,Official figure,A,Crops and livestock products,QCL,116
Croatia,Rice,0113,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,115
Croatia,Rice,0113,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,116
Croatia,Rye,0116,Area harvested,5312,2023,ha,1740,Official figure,A,Crops and livestock products,QCL,115
Croatia,Rye,0116,Yield,5412,2023,kg/ha,2954,Official figure,A,Crops and livestock products,QCL,117
Croatia,Rye,0116,Production,5510,2023,t,5140,Official figure,A,Crops and livestock products,QCL,116
Croatia,Wheat,0111,Area harvested,5312,2023,ha,172850,Official figure,A,Crops and livestock products,QCL,115
Croatia,Wheat,0111,Yield,5412,2023,kg/ha,4826.3,Official figure,A,Crops and livestock products,QCL,117
Croatia,Wheat,0111,Production,5510,2023,t,834230,Official figure,A,Crops and livestock products,QCL,116
Cuba,Rice,0113,Area harvested,5312,2023,ha,44420,Imputed value,I,Crops and livestock products,QCL,118
Cuba,Rice,0113,Yield,5412,2023,kg/ha,2926.6,Estimated value,E,Crops and livestock products,QCL,120
Cuba,Rice,0113,Production,5510,2023,t,130000,Figure from international organizations,X,Crops and livestock products,QCL,119
Cyprus,Barley,0115,Area harvested,5312,2023,ha,10000,Official figure,A,Crops and livestock products,QCL,121
Cyprus,Barley,0115,Yield,5412,2023,kg/ha,2149,Official figure,A,Crops and livestock products,QCL,123
Cyprus,Barley,0115,Production,5510,2023,t,21490,Official figure,A,Crops and livestock products,QCL,122
Cyprus,Oats,0117,Area harvested,5312,2023,ha,300,Official figure,A,Crops and livestock products,QCL,121
Cyprus,Oats,0117,Yield,5412,2023,kg/ha,1366.7,Official figure,A,Crops and livestock products,QCL,123
Cyprus,Oats,0117,Production,5510,2023,t,410,Official figure,A,Crops and livestock products,QCL,122
Cyprus,Rice,0113,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,121
Cyprus,Rice,0113,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,122
Cyprus,Wheat,0111,Area harvested,5312,2023,ha,12700,Official figure,A,Crops and livestock products,QCL,121
Cyprus,Wheat,0111,Yield,5412,2023,kg/ha,2192.9,Official figure,A,Crops and livestock products,QCL,123
Cyprus,Wheat,0111,Production,5510,2023,t,27850,Official figure,A,Crops and livestock products,QCL,122
Czechia,Barley,0115,Area harvested,5312,2023,ha,321130,Official figure,A,Crops and livestock products,QCL,124
Czechia,Barley,0115,Yield,5412,2023,kg/ha,5493.8,Official figure,A,Crops and livestock products,QCL,126
Czechia,Barley,0115,Production,5510,2023,t,1764210,Official figure,A,Crops and livestock products,QCL,125
Czechia,Oats,0117,Area harvested,5312,2023,ha,43000,Official figure,A,Crops and livestock products,QCL,124
Czechia,Oats,0117,Yield,5412,2023,kg/ha,2757.9,Official figure,A,Crops and livestock products,QCL,126
Czechia,Oats,0117,Production,5510,2023,t,118590,Official figure,A,Crops and livestock products,QCL,125
Czechia,Rice,0113,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,124
Czechia,Rice,0113,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,125
Czechia,Rye,0116,Area harvested,5312,2023,ha,24650,Official figure,A,Crops and livestock products,QCL,124
Czechia,Rye,0116,Yield,5412,2023,kg/ha,5069,Official figure,A,Crops and livestock products,QCL,126
Czechia,Rye,0116,Production,5510,2023,t,124950,Official figure,A,Crops and livestock products,QCL,125
Czechia,Wheat,0111,Area harvested,5312,2023,ha,817760,Official figure,A,Crops and livestock products,QCL,124
Czechia,Wheat,0111,Yield,5412,2023,kg/ha,6435.1,Official figure,A,Crops and livestock products,QCL,126
Czechia,Wheat,0111,Production,5510,2023,t,5262360,Official figure,A,Crops and livestock products,QCL,125
Democratic People's Republic of Korea,Barley,0115,Area harvested,5312,2023,ha,34117,Estimated value,E,Crops and livestock products,QCL,127
Democratic People's Republic of Korea,Barley,0115,Yield,5412,2023,kg/ha,1217.9,Estimated value,E,Crops and livestock products,QCL,129
Democratic People's Republic of Korea,Barley,0115,Production,5510,2023,t,41552.08,Imputed value,I,Crops and livestock products,QCL,128
Democratic People's Republic of Korea,Oats,0117,Area harvested,5312,2023,ha,10908,Estimated value,E,Crops and livestock products,QCL,127
Democratic People's Republic of Korea,Oats,0117,Yield,5412,2023,kg/ha,1305,Estimated value,E,Crops and livestock products,QCL,129
Democratic People's Republic of Korea,Oats,0117,Production,5510,2023,t,14235.28,Estimated value,E,Crops and livestock products,QCL,128
Democratic People's Republic of Korea,Rice,0113,Area harvested,5312,2023,ha,386291,Imputed value,I,Crops and livestock products,QCL,127
Democratic People's Republic of Korea,Rice,0113,Yield,5412,2023,kg/ha,4597,Estimated value,E,Crops and livestock products,QCL,129
Democratic People's Republic of Korea,Rice,0113,Production,5510,2023,t,1775787.84,Imputed value,I,Crops and livestock products,QCL,128
Democratic People's Republic of Korea,Rye,0116,Area harvested,5312,2023,ha,52886,Imputed value,I,Crops and livestock products,QCL,127
Democratic People's Republic of Korea,Rye,0116,Yield,5412,2023,kg/ha,1226.4,Estimated value,E,Crops and livestock products,QCL,129
Democratic People's Republic of Korea,Rye,0116,Production,5510,2023,t,64861.4,Imputed value,I,Crops and livestock products,QCL,128
Democratic People's Republic of Korea,Wheat,0111,Area harvested,5312,2023,ha,54733,Estimated value,E,Crops and livestock products,QCL,127
Democratic People's Republic of Korea,Wheat,0111,Yield,5412,2023,kg/ha,1230.8,Estimated value,E,Crops and livestock products,QCL,129
Democratic People's Republic of Korea,Wheat,0111,Production,5510,2023,t,67367.33,Imputed value,I,Crops and livestock products,QCL,128
Democratic Republic of the Congo,Barley,0115,Area harvested,5312,2023,ha,1458,Estimated value,E,Crops and livestock products,QCL,130
Democratic Republic of the Congo,Barley,0115,Yield,5412,2023,kg/ha,681.3,Estimated value,E,Crops and livestock products,QCL,132
Democratic Republic of the Congo,Barley,0115,Production,5510,2023,t,993.57,Estimated value,E,Crops and livestock products,QCL,131
Democratic Republic of the Congo,Oats,0117,Area harvested,5312,2023,ha,0,Imputed value,I,Crops and livestock products,QCL,130
Democratic Republic of the Congo,Oats,0117,Production,5510,2023,t,0,Imputed value,I,Crops and livestock products,QCL,131
Democratic Republic of the Congo,Rice,0113,Area harvested,5312,2023,ha,1906250,Imputed value,I,Crops and livestock products,QCL,130
Democratic Republic of the Congo,Rice,0113,Yield,5412,2023,kg/ha,950.7,Estimated value,E,Crops and livestock products,QCL,132
Democratic Republic of the Congo,Rice,0113,Production,5510,2023,t,1812345,Official figure,A,Crops and livestock products,QCL,131
Democratic Republic of the Congo,Wheat,0111,Area harvested,5312,2023,ha,8000,Figure from international organizations,X,Crops and livestock products,QCL,130
Democratic Republic of the Congo,Wheat,0111,Yield,5412,2023,kg/ha,1125,Figure from international organizations,X,Crops and livestock products,QCL,132
Democratic Republic of the Congo,Wheat,0111,Production,5510,2023,t,9000,Figure from international organizations,X,Crops and livestock products,QCL,131
Denmark,Barley,0115,Area harvested,5312,2023,ha,561000,Official figure,A,Crops and livestock products,QCL,133
Denmark,Barley,0115,Yield,5412,2023,kg/ha,4530.5,Official figure,A,Crops and livestock products,QCL,135
Denmark,Barley,0115,Production,5510,2023,t,2541600,Official figure,A,Crops and livestock products,QCL,134
Denmark,Oats,0117,Area harvested,5312,2023,ha,55230,Official figure,A,Crops and livestock products,QCL,133
Denmark,Oats,0117,Yield,5412,2023,kg/ha,3767.9,Official figure,A,Crops and livestock products,QCL,135
Denmark,Oats,0117,Production,5510,2023,t,208100,Official figure,A,Crops and livestock products,QCL,134
Denmark,Rice,0113,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,133
Denmark,Rice,0113,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,134
Denmark,Rye,0116,Area harvested,5312,2023,ha,108600,Official figure,A,Crops and livestock products,QCL,133
Denmark,Rye,0116,Yield,5412,2023,kg/ha,5535.3,Official figure,A,Crops and livestock products,QCL,135
Denmark,Rye,0116,Production,5510,2023,t,601130,Official figure,A,Crops and livestock products,QCL,134
Denmark,Wheat,0111,Area harvested,5312,2023,ha,489000,Official figure,A,Crops and livestock products,QCL,133
Denmark,Wheat,0111,Yield,5412,2023,kg/ha,7272.5,Official figure,A,Crops and livestock products,QCL,135
Denmark,Wheat,0111,Production,5510,2023,t,3556260,Official figure,A,Crops and livestock products,QCL,134
Dominican Republic,Rice,0113,Area harvested,5312,2023,ha,187527,Official figure,A,Crops and livestock products,QCL,136
Dominican Republic,Rice,0113,Yield,5412,2023,kg/ha,5050,Official figure,A,Crops and livestock products,QCL,138
Dominican Republic,Rice,0113,Production,5510,2023,t,947005,Official figure,A,Crops and livestock products,QCL,137
Ecuador,Barley,0115,Area harvested,5312,2023,ha,5920,Official figure,A,Crops and livestock products,QCL,139
Ecuador,Barley,0115,Yield,5412,2023,kg/ha,1439,Official figure,A,Crops and livestock products,QCL,141
Ecuador,Barley,0115,Production,5510,2023,t,8518.83,Official figure,A,Crops and livestock products,QCL,140
Ecuador,Oats,0117,Area harvested,5312,2023,ha,1163,Imputed value,I,Crops and livestock products,QCL,139
Ecuador,Oats,0117,Yield,5412,2023,kg/ha,748.3,Estimated value,E,Crops and livestock products,QCL,141
Ecuador,Oats,0117,Production,5510,2023,t,869.99,Imputed value,I,Crops and livestock products,QCL,140
Ecuador,Rice,0113,Area harvested,5312,2023,ha,343050,Official figure,A,Crops and livestock products,QCL,139
Ecuador,Rice,0113,Yield,5412,2023,kg/ha,3827.4,Official figure,A,Crops and livestock products,QCL,141
Ecuador,Rice,0113,Production,5510,2023,t,1313000,Official figure,A,Crops and livestock products,QCL,140
Ecuador,Rye,0116,Area harvested,5312,2023,ha,128,Estimated value,E,Crops and livestock products,QCL,139
Ecuador,Rye,0116,Yield,5412,2023,kg/ha,631.5,Estimated value,E,Crops and livestock products,QCL,141
Ecuador,Rye,0116,Production,5510,2023,t,81.12,Estimated value,E,Crops and livestock products,QCL,140
Ecuador,Wheat,0111,Area harvested,5312,2023,ha,4035,Official figure,A,Crops and livestock products,QCL,139
Ecuador,Wheat,0111,Yield,5412,2023,kg/ha,985.4,Official figure,A,Crops and livestock products,QCL,141
Ecuador,Wheat,0111,Production,5510,2023,t,3976.02,Official figure,A,Crops and livestock products,QCL,140
Egypt,Barley,0115,Area harvested,5312,2023,ha,22000,Figure from international organizations,X,Crops and livestock products,QCL,142
Egypt,Barley,0115,Yield,5412,2023,kg/ha,4090.9,Figure from international organizations,X,Crops and livestock products,QCL,144
Egypt,Barley,0115,Production,5510,2023,t,90000,Figure from international organizations,X,Crops and livestock products,QCL,143
Egypt,Rice,0113,Area harvested,5312,2023,ha,642501,Imputed value,I,Crops and livestock products,QCL,142
Egypt,Rice,0113,Yield,5412,2023,kg/ha,8715.9,Estimated value,E,Crops and livestock products,QCL,144
Egypt,Rice,0113,Production,5510,2023,t,5600000,Figure from international organizations,X,Crops and livestock products,QCL,143
Egypt,Rye,0116,Area harvested,5312,2023,ha,45526,Estimated value,E,Crops and livestock products,QCL,142
Egypt,Rye,0116,Yield,5412,2023,kg/ha,1999.1,Estimated value,E,Crops and livestock products,QCL,144
Egypt,Rye,0116,Production,5510,2023,t,91009.98,Estimated value,E,Crops and livestock products,QCL,143
Egypt,Wheat,0111,Area harvested,5312,2023,ha,1350000,Figure from international organizations,X,Crops and livestock products,QCL,142
Egypt,Wheat,0111,Yield,5412,2023,kg/ha,7185.2,Figure from international organizations,X,Crops and livestock products,QCL,144
Egypt,Wheat,0111,Production,5510,2023,t,9700000,Figure from international organizations,X,Crops and livestock products,QCL,143
El Salvador,Rice,0113,Area harvested,5312,2023,ha,1593,Imputed value,I,Crops and livestock products,QCL,145
El Salvador,Rice,0113,Yield,5412,2023,kg/ha,6903.5,Estimated value,E,Crops and livestock products,QCL,147
El Salvador,Rice,0113,Production,5510,2023,t,11000,Figure from international organizations,X,Crops and livestock products,QCL,146
Eritrea,Barley,0115,Area harvested,5312,2023,ha,45000,Figure from international organizations,X,Crops and livestock products,QCL,148
Eritrea,Barley,0115,Yield,5412,2023,kg/ha,1444.4,Figure from international organizations,X,Crops and livestock products,QCL,150
Eritrea,Barley,0115,Production,5510,2023,t,65000,Figure from international organizations,X,Crops and livestock products,QCL,149
Eritrea,Wheat,0111,Area harvested,5312,2023,ha,25000,Figure from international organizations,X,Crops and livestock products,QCL,148
Eritrea,Wheat,0111,Yield,5412,2023,kg/ha,1000,Figure from international organizations,X,Crops and livestock products,QCL,150
Eritrea,Wheat,0111,Production,5510,2023,t,25000,Figure from international organizations,X,Crops and livestock products,QCL,149
Estonia,Barley,0115,Area harvested,5312,2023,ha,112330,Official figure,A,Crops and livestock products,QCL,151
Estonia,Barley,0115,Yield,5412,2023,kg/ha,2952.8,Official figure,A,Crops and livestock products,QCL,153
Estonia,Barley,0115,Production,5510,2023,t,331690,Official figure,A,Crops and livestock products,QCL,152
Estonia,Oats,0117,Area harvested,5312,2023,ha,35720,Official figure,A,Crops and livestock products,QCL,151
Estonia,Oats,0117,Yield,5412,2023,kg/ha,2259,Official figure,A,Crops and livestock products,QCL,153
Estonia,Oats,0117,Production,5510,2023,t,80690,Official figure,A,Crops and livestock products,QCL,152
Estonia,Rice,0113,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,151
Estonia,Rice,0113,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,152
Estonia,Rye,0116,Area harvested,5312,2023,ha,16900,Official figure,A,Crops and livestock products,QCL,151
Estonia,Rye,0116,Yield,5412,2023,kg/ha,3657.4,Official figure,A,Crops and livestock products,QCL,153
Estonia,Rye,0116,Production,5510,2023,t,61810,Official figure,A,Crops and livestock products,QCL,152
Estonia,Wheat,0111,Area harvested,5312,2023,ha,173570,Official figure,A,Crops and livestock products,QCL,151
Estonia,Wheat,0111,Yield,5412,2023,kg/ha,3999.1,Official figure,A,Crops and livestock products,QCL,153
Estonia,Wheat,0111,Production,5510,2023,t,694120,Official figure,A,Crops and livestock products,QCL,152
Eswatini,Rice,0113,Area harvested,5312,2023,ha,321,Imputed value,I,Crops and livestock products,QCL,154
Eswatini,Rice,0113,Yield,5412,2023,kg/ha,3118.9,Estimated value,E,Crops and livestock products,QCL,156
Eswatini,Rice,0113,Production,5510,2023,t,1000.63,Imputed value,I,Crops and livestock products,QCL,155
Eswatini,Wheat,0111,Area harvested,5312,2023,ha,378,Estimated value,E,Crops and livestock products,QCL,154
Eswatini,Wheat,0111,Yield,5412,2023,kg/ha,1863.1,Estimated value,E,Crops and livestock products,QCL,156
Eswatini,Wheat,0111,Production,5510,2023,t,705.14,Estimated value,E,Crops and livestock products,QCL,155
Ethiopia,Barley,0115,Area harvested,5312,2023,ha,980000,Figure from international organizations,X,Crops and livestock products,QCL,157
Ethiopia,Barley,0115,Yield,5412,2023,kg/ha,2500,Figure from international organizations,X,Crops and livestock products,QCL,159
Ethiopia,Barley,0115,Production,5510,2023,t,2450000,Figure from international organizations,X,Crops and livestock products,QCL,158
Ethiopia,Oats,0117,Area harvested,5312,2023,ha,21760,Imputed value,I,Crops and livestock products,QCL,157
Ethiopia,Oats,0117,Yield,5412,2023,kg/ha,2202.7,Estimated value,E,Crops and livestock products,QCL,159
Ethiopia,Oats,0117,Production,5510,2023,t,47931.12,Imputed value,I,Crops and livestock products,QCL,158
Ethiopia,Rice,0113,Area harvested,5312,2023,ha,60000,Figure from international organizations,X,Crops and livestock products,QCL,157
Ethiopia,Rice,0113,Yield,5412,2023,kg/ha,3366.7,Figure from international organizations,X,Crops and livestock products,QCL,159
Ethiopia,Rice,0113,Production,5510,2023,t,202000,Figure from international organizations,X,Crops and livestock products,QCL,158
Ethiopia,Wheat,0111,Area harvested,5312,2023,ha,1860000,Figure from international organizations,X,Crops and livestock products,QCL,157
Ethiopia,Wheat,0111,Yield,5412,2023,kg/ha,3118.3,Figure from international organizations,X,Crops and livestock products,QCL,159
Ethiopia,Wheat,0111,Production,5510,2023,t,5800000,Figure from international organizations,X,Crops and livestock products,QCL,158
Fiji,Rice,0113,Area harvested,5312,2023,ha,1894,Official figure,A,Crops and livestock products,QCL,160
Fiji,Rice,0113,Yield,5412,2023,kg/ha,3784.2,Official figure,A,Crops and livestock products,QCL,162
Fiji,Rice,0113,Production,5510,2023,t,7165.4,Official figure,A,Crops and livestock products,QCL,161
Finland,Barley,0115,Area harvested,5312,2023,ha,340700,Official figure,A,Crops and livestock products,QCL,163
Finland,Barley,0115,Yield,5412,2023,kg/ha,3166.1,Official figure,A,Crops and livestock products,QCL,165
Finland,Barley,0115,Production,5510,2023,t,1078700,Official figure,A,Crops and livestock products,QCL,164
Finland,Oats,0117,Area harvested,5312,2023,ha,291300,Official figure,A,Crops and livestock products,QCL,163
Finland,Oats,0117,Yield,5412,2023,kg/ha,3500.6,Official figure,A,Crops and livestock products,QCL,165
Finland,Oats,0117,Production,5510,2023,t,1019720,Official figure,A,Crops and livestock products,QCL,164
Finland,Rice,0113,Area harvested,5312,2023,ha,0,Official figure,A,Crops and livestock products,QCL,163
Finland,Rice,0113,Production,5510,2023,t,0,Official figure,A,Crops and livestock products,QCL,164
Finland,Rye,0116,Area harvested,5312,2023,ha,25740,Official figure,A,Crops and livestock products,QCL,163
Finland,Rye,0116,Yield,5412,2023,kg/ha,3573,Official figure,A,Crops and livestock products,QCL,165
Finland,Rye,0116,Production,5510,2023,t,91970,Official figure,A,Crops and livestock products,QCL,164
Finland,Wheat,0111,Area harvested,5312,2023,ha,229160,Official figure,A,Crops and livestock products,QCL,163
Finland,Wheat,0111,Yield,5412,2023,kg/ha,3268.6,Official figure,A,Crops and livestock products,QCL,165
Finland,Wheat,0111,Production,5510,2023,t,749030,Official figure,A,Crops and livestock products,QCL,164
France,Barley,0115,Area harvested,5312,2023,ha,1815490,Official figure,A,Crops and livestock products,QCL,166
France,Barley,0115,Yield,5412,2023,kg/ha,6688.8,Official figure,A,Crops and livestock products,QCL,168
France,Barley,0115,Production,5510,2023,t,12143490,Official figure,A,Crops and livestock products,QCL,167
France,Oats,0117,Area harvested,5312,2023,ha,78900,Official figure,A,Crops and livestock products,QCL,166
France,Oats,0117,Yield,5412,2023,kg/ha,4275.5,Official figure,A,Crops and livestock products,QCL,168
France,Oats,0117,Production,5510,2023,t,337340,Official figure,A,Crops and livestock products,QCL,167
France,Rice,0113,Area harvested,5312,2023,ha,12120,Official figure,A,Crops and livestock products,QCL,166
France,Rice,0113,Yield,5412,2023,kg/ha,5632.8,Official figure,A,Crops and livestock products,QCL,168
France,Rice,0113,Production,5510,2023,t,68270,Official figure,A,Crops and livestock products,QCL,167
France,Rye,0116,Area harvested,5312,2023,ha,38820,Official figure,A,Crops and livestock products,QCL,166
France,Rye,0116,Yield,5412,2023,kg/ha,4335.7,Official figure,A,Crops and livestock products,QCL,168
