data_id,country,crop,plant_start,plant_end,plant_range,harvest_start,harvest_end,harvest_range,temp_average,precip_average
1282,Ohio,Wheat,267,306,40,182,216,35,9.79621105651996,77.6829289594256
1283,Oklahoma,Wheat,246,306,61,156,186,31,15.055515294147,59.5905220015458
1284,Oregon,Wheat,258,314,57,196,244,49,9.91477804258885,34.2901133562652
1285,Pennsylvania,Wheat,242,303,62,186,222,37,10.2662059509475,88.5915905198024
1286,South Carolina,Wheat,288,365,78,146,182,37,17.0953969109933,101.182374981078
1287,South Dakota,Wheat,244,280,37,187,224,38,7.05405104580342,39.471065597803
1288,Tennessee,Wheat,268,334,67,161,191,31,14.6955362096632,109.153097532825
1289,Texas,Wheat,243,337,95,145,188,44,16.2117436059858,51.5637307939055
1290,Utah,Wheat,232,293,62,191,237,47,8.25745298483964,33.3639241538953
1291,Virginia,Wheat,268,334,67,156,206,51,14.1134066149107,91.2683162075278
1292,Washington,Wheat,244,303,60,196,248,53,9.29574983791076,29.4187447477955
1293,West Virginia,Wheat,263,324,62,176,222,47,11.7818116164383,83.7130956374725
1294,Wisconsin,Wheat,248,278,31,196,232,37,7.0445412355796,65.9088518957632
1295,Wyoming,Wheat,235,275,41,194,246,53,7.7704995469305,31.3743167707849
1296,Andhra Pradesh,Rice,134,168,35,239,273,35,28.4411695229499,75.1693082762764
1297,Andhra Pradesh,Rice,162,203,42,309,336,28,26.1856864814013,99.7271640200675
1298,Andhra Pradesh,Rice,148,175,28,295,315,21,27.4604637268218,91.1927556094026
1299,Andhra Pradesh,Rice,148,182,35,260,287,28,27.2922448530786,66.686792067512
1300,Andhra Pradesh,Rice,183,231,49,337,364,28,27.7727400654667,51.9787053065707
1301,Andhra Pradesh,Rice,141,224,84,288,7,85,27.6286429529172,81.709714179569
1302,Andhra Pradesh,Rice,127,175,49,288,322,35,28.0683591965572,82.822783752187
1324,Assam,Rice,155,203,49,267,343,77,24.1003114945887,234.692000344869
1325,Assam,Rice,148,196,49,281,336,56,23.9181528927302,175.127537986542
1326,Assam,Rice,141,189,49,288,329,42,23.8283430430502,160.383344140106
1327,Assam,Rice,162,203,42,302,343,42,23.5864505552197,231.913506945166
1328,Assam,Rice,176,217,42,316,343,28,23.8504101416717,164.601432410697
1329,Assam,Rice,141,175,35,288,322,35,23.2412373864316,209.117175185455
1330,Assam,Rice,302,336,35,71,112,42,23.2257318905642,198.455365952581
1342,Gujarat,Wheat,302,350,49,57,112,56,26.5841615169831,59.5297272075334
1343,Gujarat,Wheat,309,336,28,64,105,42,26.9705749474931,64.4822241944663
1344,Gujarat,Rice,148,189,42,267,308,42,27.370070938254,125.265666059711
1352,Himachal Pradesh,Wheat,295,350,56,85,140,56,15.5456634268353,123.7223434385
1353,Himachal Pradesh,Wheat,323,364,42,106,147,42,21.4561303362744,125.346717476721
1354,Himachal Pradesh,Wheat,337,7,36,106,147,42,20.7864680151868,116.725844622493
1355,Himachal Pradesh,Wheat,295,343,49,113,140,28,13.6365806355575,116.929779979364
1362,Himachal Pradesh,Barley,246,280,35,8,63,56,13.6365806738758,116.929780202315
1363,Himachal Pradesh,Barley,92,147,56,197,224,28,15.125565577456,110.049160569395
1366,Himachal Pradesh,Rice,169,203,35,288,322,35,18.1868466764739,130.293210302838
1369,Karnataka,Rice,148,196,49,302,364,63,25.406345823649,214.749110366371
1370,Karnataka,Rice,176,231,56,313,354,42,24.5165182322475,67.0002765660944
1371,Karnataka,Rice,358,14,22,148,182,35,24.6022728755548,65.8111753680441
1372,Karnataka,Rice,155,182,28,309,364,56,26.6136454643641,42.2254554760475
1373,Karnataka,Rice,134,182,49,267,315,49,26.7851984781745,364.606978403639
1374,Karnataka,Rice,148,217,70,330,35,71,24.8135740047497,53.8145815284229
1375,Karnataka,Rice,141,196,56,295,336,42,23.0027883607871,251.813055416673
1376,Karnataka,Rice,127,175,49,316,364,49,25.4372368106503,61.7794332469578
1377,Karnataka,Rice,169,224,56,330,364,35,23.9458478109004,105.576457196032
1378,Karnataka,Rice,134,189,56,274,322,49,23.0480942460015,91.2746524365262
1379,Karnataka,Wheat,281,329,49,50,91,42,25.2630689854569,68.4249947709497
1380,Karnataka,Wheat,274,301,28,29,63,35,25.4372368071987,61.7794333276375
1381,Karnataka,Wheat,281,308,28,36,77,42,27.1400257622816,47.245833957644
1394,Kerala,Rice,113,168,56,232,294,63,26.8326106955526,286.551219460609
1395,Kerala,Rice,92,147,56,218,273,56,27.115397063253,238.590622695363
1396,Kerala,Rice,113,147,35,232,273,42,26.4380609731168,209.471294273515
1397,Kerala,Rice,232,287,56,337,56,85,26.7971171179281,343.730085094993
1398,Kerala,Rice,260,294,35,15,49,35,26.6050021840268,219.910605326164
1399,Kerala,Rice,218,273,56,344,35,57,27.1148389262028,242.837929773111
1411,Maharashtra,Wheat,302,336,35,64,98,35,27.1102103664044,90.3654604838834
1412,Maharashtra,Wheat,295,336,42,57,105,49,27.3458513584446,104.46746190904
1413,Maharashtra,Wheat,309,336,28,85,126,42,25.0372551766298,83.8597932370807
1414,Maharashtra,Wheat,302,350,49,78,119,42,26.1564818517116,53.4925539955294
1425,Maharashtra,Rice,134,175,42,281,329,49,26.6172527236918,278.0405402502
1426,Maharashtra,Rice,169,210,42,302,336,35,27.2188788417235,115.269410354882
1436,Orissa,Rice,169,196,28,302,350,49,27.2236720700462,125.275904698658
1437,Orissa,Rice,162,203,42,260,308,49,25.7162607182927,111.876047341623
1438,Orissa,Rice,141,189,49,288,350,63,25.9215409613207,100.256996499202
1439,Orissa,Rice,148,189,42,274,301,28,26.0022457750044,117.750819942565
1440,Orissa,Rice,155,210,56,309,357,49,26.2266882291394,115.586220436767
1441,Orissa,Rice,141,175,35,260,315,56,25.5393115312597,114.606367618972
1442,Orissa,Rice,141,175,35,316,343,28,26.7794020070705,112.055131344271
1443,Orissa,Rice,155,196,42,302,350,49,26.8921681731575,133.536073334697
1444,Orissa,Rice,330,357,28,85,119,35,27.2236720700462,125.275904698658
1466,Rajasthan,Wheat,309,329,21,64,84,21,25.5733639030739,46.0534758688166
1467,Rajasthan,Wheat,316,350,35,71,98,28,26.2197978040335,68.1764483975947
1468,Rajasthan,Wheat,309,329,21,43,63,21,25.7560793454758,59.4011334044512
1469,Rajasthan,Wheat,309,336,28,57,84,28,25.4688656078915,61.8927262188735
1470,Rajasthan,Wheat,316,336,21,64,84,21,25.1525200292156,49.9194670618696
1471,Rajasthan,Wheat,309,336,28,64,84,21,25.9424336755487,60.2291057652626
1483,Rajasthan,Rice,204,224,21,302,329,28,26.1388931523101,78.920972949987
1484,Tamil Nadu,Rice,162,203,42,260,329,70,26.1047173481746,95.4900023744695
1485,Tamil Nadu,Rice,99,168,70,204,266,63,26.6789191354494,74.8748509182159
1486,Tamil Nadu,Rice,120,182,63,225,287,63,26.5312267506993,105.539797862698
1487,Tamil Nadu,Rice,197,238,42,323,7,50,28.0980873503698,83.7347650114562
1488,Tamil Nadu,Rice,155,182,28,253,280,28,27.6237234172614,70.0693037033733
1489,Tamil Nadu,Rice,99,168,70,197,266,70,28.5705031957729,95.7854157283619
1490,Tamil Nadu,Rice,120,210,91,218,308,91,28.1015853335204,73.469428696256
1491,Tamil Nadu,Rice,246,301,56,8,70,63,28.0980873503698,83.7347650114562
1493,Tamil Nadu,Rice,218,259,42,351,21,36,28.0183876900842,83.181076458336
1494,Tamil Nadu,Rice,211,280,70,351,49,64,28.4555363380486,97.110242279723
1495,Tamil Nadu,Rice,215,287,73,351,53,68,28.4540074357267,94.7746375762594
1496,Tamil Nadu,Rice,225,301,77,358,70,78,27.4530190030797,88.5328299090456
1497,Tamil Nadu,Rice,218,294,77,351,56,71,28.1015853335204,73.469428696256
1498,Tamil Nadu,Rice,218,287,70,344,49,71,26.3445884029929,86.1796948931935
1499,Tamil Nadu,Rice,162,238,77,295,7,78,26.6789191354494,74.8748509182159
1525,West Bengal,Rice,169,203,35,302,343,42,26.1710092684043,114.125588661462
1526,West Bengal,Rice,176,210,35,302,336,35,24.4179349830086,223.453108187927
1527,West Bengal,Rice,162,203,42,288,329,42,26.3374520130836,112.62810874158
1528,West Bengal,Rice,162,203,42,302,336,35,26.6160438178094,127.600043172681
1529,West Bengal,Rice,162,210,49,309,350,42,26.4833322852996,136.012032135535
1530,West Bengal,Rice,330,357,28,85,126,42,26.1710092684043,114.125588661462
1531,West Bengal,Rice,344,7,29,92,126,35,26.4833322852996,136.012032135535
1532,West Bengal,Rice,323,357,35,92,147,56,26.6160438178094,127.600043172681
1533,West Bengal,Rice,302,343,42,71,112,42,24.4179349830086,223.453108187927
1539,West Bengal,Wheat,323,7,50,78,126,49,26.3012478487082,111.928914943436
1542,New South Wales,Wheat,91,181,91,311,31,86,16.9032432638284,47.1485963270951
1543,New South Wales,Barley,121,151,31,274,365,92,16.7745065936677,47.2464388320345
1545,New South Wales,Oats,60,151,92,274,365,92,16.7852497404892,47.9041021087197
1547,New South Wales,Rice,274,304,31,60,151,92,16.6160723763757,37.0192463990452
1550,Queensland,Wheat,91,212,122,274,334,61,19.5929965356052,57.3371457096512
1551,Queensland,Barley,121,151,31,274,365,92,19.0234621052467,58.8180215196223
1553,Queensland,Oats,121,181,61,274,365,92,20.2553313645018,61.8786515956926
1558,South Australia,Wheat,91,181,91,305,31,92,16.3722869818407,32.2949269192099
1559,South Australia,Barley,121,212,92,305,31,92,16.2323033072118,32.8264620518482
1560,South Australia,Oats,91,181,91,305,31,92,16.2665670849563,32.8936316589412
1564,Victoria,Wheat,121,212,92,335,31,62,15.4233642440316,35.840085267311
1565,Victoria,Barley,121,212,92,335,31,62,15.4696482277343,35.0262723181444
1567,Victoria,Oats,91,181,91,305,31,92,15.228156151329,38.1427387937614
1572,Western Australia,Wheat,121,181,61,305,31,92,17.9605559739274,33.4697832995884
1573,Western Australia,Barley,91,181,91,305,365,61,16.9826479786688,34.5327183837414
1575,Western Australia,Oats,91,181,91,305,365,61,17.8524401655302,33.9800336536336
1668,Albania,Barley,289,349,61,137,181,45,9.19799736837501,85.539603369163
1669,Albania,Rye,289,349,61,137,181,45,9.24395680327782,82.9757990369121
1670,Albania,Oats,289,349,61,137,181,45,11.5782157596814,96.2906135288347
1671,Macedonia,Barley,289,349,61,136,212,77,10.1651373067247,53.8352436891558
1672,Macedonia,Rye,289,349,61,136,212,77,10.1649010618577,53.8509973379039
1673,Macedonia,Oats,289,349,61,136,212,77,10.156701857599,53.851690076207
1674,Denmark,Barley,94,150,57,233,304,72,7.80550225918987,59.584242223179
1676,Denmark,Wheat,264,309,46,194,251,58,7.8055022586002,59.5842422146897
1677,North Korea (central bowl),Wheat,32,59,28,152,212,61,9.56727942616739,93.1001263377764
1678,North Korea (central bowl),Barley,32,59,28,152,212,61,9.57523641543757,93.192900786241
1679,North Korea (central bowl),Wheat,274,304,31,152,212,61,9.56727942616739,93.1001263377764
1680,North Korea (central bowl),Barley,274,304,31,152,212,61,9.57523641543757,93.192900786241
1681,Argentina,Oats,182,223,42,305,365,61,17.0692290682137,70.2587437806955
1706,Iraq,Rice,106,151,46,258,288,31,23.8223357464837,11.8296527186887
1709,Kenya,Oats,91,151,61,274,334,61,23.4889483307937,70.5372862962642
1710,Kenya,Rice,91,151,61,274,334,61,23.4421824319938,73.95315754083
1722,Nigeria,Rice,152,212,61,305,365,61,26.7381933816076,74.563458782179
1723,Nigeria,Rice,91,151,61,213,304,92,26.6695888319128,145.531775152764
1724,Nigeria,Rice,305,59,120,121,181,61,26.7381933816076,74.563458782179
1725,Nigeria,Rice,305,365,61,60,120,61,26.6695888319128,145.531775152764
1739,Somalia,Rice,126,187,62,217,278,62,27.5279415623051,36.4861144587414
1764,Tanzania,Rice,14,75,62,182,243,62,22.3291420479177,79.3664383475988
1773,Turkey,Oats,32,120,89,182,243,62,12.028215034322,51.0426597560946
1774,Turkey,Rye,274,334,61,182,243,62,9.60154059201476,38.2679675423375
1775,Turkey,Wheat,60,120,61,182,243,62,11.6034085428413,46.4245694604584
1787,Zimbabwe,Rice,274,365,92,91,181,91,21.1048926997178,53.4875596158975
1788,Zimbabwe,Wheat,319,365,47,91,181,91,21.1084064135072,53.4812657106501
1789,Zimbabwe,Barley,91,151,61,258,319,62,21.1035478205179,53.4933551589273
